name,address,LHIN,home_type,short_stay,residents_council,family_council,accreditation,postal_code,first_inspection_date,total_inspections,5y_inspections,2y_inspections,total_complaints,5y_complaints,2y_complaints,total_critical,5y_critical,2y_critical,total_withOrders,5y_withOrders,2y_withOrders,cleaned_name,outbreak,number_beds,CSDname,CSDuid,latitude,longitude,Report_Data_Extracted,Beds,Total_LTC_Resident_Deaths,outbreak_status,Total_LTC_Resident_Cases,Total_LTC_HCW_Cases
EXTENDICARE FALCONBRIDGE,281 Falconbridge Road,North East,For-Profit,Yes,Yes,Yes,Yes, P3A5K4,2010-10-05,70,43,22,25,16,8,23,14,8,18,13,6,extendicare falconbridge,1,234,Greater Sudbury / Grand Sudbury,3553005,46.50713379,-80.93753367,2020-07-26,234,0,active,0,<5
EXTENDICARE GUILDWOOD,60 Guildwood Parkway,Central East,For-Profit,Yes,Yes,Yes,Yes, M1E1N9,2010-07-19,44,23,15,19,5,5,14,8,5,14,12,7,extendicare guildwood,1,169,Toronto,3520005,43.74686311,-79.20313123,2020-07-06,169,48,inactive,,
EXTENDICARE GUILDWOOD,60 Guildwood Parkway,Central East,For-Profit,Yes,Yes,Yes,Yes, M1E1N9,2010-07-19,44,23,15,19,5,5,14,8,5,14,12,7,extendicare guildwood,1,169,Toronto,3520005,43.74686311,-79.20313123,2020-04-24,169,0,active,<5,0
EXTENDICARE HALTON HILLS,9 Lindsay Court,Mississauga Halton,For-Profit,No,Yes,Yes,Yes, L7G6G9,2010-11-19,48,26,12,28,13,5,9,4,3,14,12,8,extendicare halton hills,1,130,Halton Hills,3524015,43.64922616,-79.94812796,2020-06-02,130,0,inactive,,
EXTENDICARE HALTON HILLS,9 Lindsay Court,Mississauga Halton,For-Profit,No,Yes,Yes,Yes, L7G6G9,2010-11-19,48,26,12,28,13,5,9,4,3,14,12,8,extendicare halton hills,1,130,Halton Hills,3524015,43.64922616,-79.94812796,2020-05-23,130,0,active,0,<5
EXTENDICARE HAMILTON,90 Chedmac Drive,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,Yes,Yes, L9C7S6,2010-09-30,44,22,10,21,8,3,11,5,5,10,7,2,extendicare hamilton,1,160,Hamilton,3525005,43.23730029,-79.92136612,2020-05-25,160,0,inactive,,
EXTENDICARE HAMILTON,90 Chedmac Drive,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,Yes,Yes, L9C7S6,2010-09-30,44,22,10,21,8,3,11,5,5,10,7,2,extendicare hamilton,1,160,Hamilton,3525005,43.23730029,-79.92136612,2020-05-13,160,0,active,0,<5
EXTENDICARE LAKEFIELD,19 Fraser Street,Central East,For-Profit,Yes,Yes,Yes,Yes, K0L2H0,2010-11-25,21,15,6,7,6,3,6,3,2,5,2,,extendicare lakefield,1,100,Selwyn,3515015,44.42419477,-78.2815351,2020-05-09,100,0,inactive,,
EXTENDICARE LAKEFIELD,19 Fraser Street,Central East,For-Profit,Yes,Yes,Yes,Yes, K0L2H0,2010-11-25,21,15,6,7,6,3,6,3,2,5,2,,extendicare lakefield,1,100,Selwyn,3515015,44.42419477,-78.2815351,2020-04-27,100,0,active,0,<5
EXTENDICARE LAURIER MANOR,1715 Montreal Road,Champlain,For-Profit,No,Yes,Yes,Yes, K1J6N4,2010-09-10,87,54,17,43,26,8,34,20,8,7,7,2,extendicare laurier manor,1,242,Ottawa,3506008,45.44640676,-75.61084101,2020-06-17,242,25,inactive,,
EXTENDICARE LAURIER MANOR,1715 Montreal Road,Champlain,For-Profit,No,Yes,Yes,Yes, K1J6N4,2010-09-10,87,54,17,43,26,8,34,20,8,7,7,2,extendicare laurier manor,1,242,Ottawa,3506008,45.44640676,-75.61084101,2020-04-24,242,0,active,37,16
EXTENDICARE MAPLE VIEW OF SAULT STE. MARIE,650 Northern Avenue,North East,For-Profit,No,Yes,Yes,Yes, P6B4J3,2013-12-17,50,43,28,18,16,12,17,13,8,17,15,7,extendicare maple view of sault ste. marie,1,256,Sault Ste. Marie,3557061,46.5350635,-84.30335325,2020-05-25,256,0,inactive,,
EXTENDICARE MAPLE VIEW OF SAULT STE. MARIE,650 Northern Avenue,North East,For-Profit,No,Yes,Yes,Yes, P6B4J3,2013-12-17,50,43,28,18,16,12,17,13,8,17,15,7,extendicare maple view of sault ste. marie,1,256,Sault Ste. Marie,3557061,46.5350635,-84.30335325,2020-05-07,256,0,active,<5,0
EXTENDICARE MEDEX,1865 Baseline Road,Champlain,For-Profit,No,Yes,No,Yes, K2C3K6,2010-08-13,64,38,20,24,14,8,28,19,9,6,4,2,extendicare medex,1,193,Ottawa,3506008,45.35435184,-75.75821985,2020-07-24,193,0,inactive,,
EXTENDICARE MEDEX,1865 Baseline Road,Champlain,For-Profit,No,Yes,No,Yes, K2C3K6,2010-08-13,64,38,20,24,14,8,28,19,9,6,4,2,extendicare medex,1,193,Ottawa,3506008,45.35435184,-75.75821985,2020-07-10,193,0,active,0,<5
EXTENDICARE OSHAWA,82 Park Road North,Central East,For-Profit,Yes,Yes,Yes,Yes, L1J4L1,2011-03-02,41,28,8,13,9,4,18,11,3,5,2,,extendicare oshawa,1,175,Oshawa,3518013,43.89733765,-78.87514724,2020-05-23,175,0,inactive,,
EXTENDICARE OSHAWA,82 Park Road North,Central East,For-Profit,Yes,Yes,Yes,Yes, L1J4L1,2011-03-02,41,28,8,13,9,4,18,11,3,5,2,,extendicare oshawa,1,175,Oshawa,3518013,43.89733765,-78.87514724,2020-05-01,175,0,active,<5,0
EXTENDICARE ROUGE VALLEY,551 Conlins Road,Central East,For-Profit,Yes,Yes,Yes,Yes, M1B5S1,2010-09-14,37,25,13,15,10,4,10,7,5,7,5,2,extendicare rouge valley,1,192,Toronto,3520005,43.80332132,-79.18867764,2020-05-08,192,0,inactive,,
EXTENDICARE ROUGE VALLEY,551 Conlins Road,Central East,For-Profit,Yes,Yes,Yes,Yes, M1B5S1,2010-09-14,37,25,13,15,10,4,10,7,5,7,5,2,extendicare rouge valley,1,192,Toronto,3520005,43.80332132,-79.18867764,2020-04-24,192,0,active,0,<5
EXTENDICARE SCARBOROUGH,3830 Lawrence Avenue East,Central East,For-Profit,Yes,Yes,Yes,Yes, M1G1R6,2011-03-24,36,20,11,18,9,6,10,4,3,5,4,1,extendicare scarborough,1,154,Toronto,3520005,43.76375641,-79.21012454,2020-06-17,154,14,inactive,,
EXTENDICARE SCARBOROUGH,3830 Lawrence Avenue East,Central East,For-Profit,Yes,Yes,Yes,Yes, M1G1R6,2011-03-24,36,20,11,18,9,6,10,4,3,5,4,1,extendicare scarborough,1,154,Toronto,3520005,43.76375641,-79.21012454,2020-04-24,154,0,active,0,<5
EXTENDICARE SOUTHWOOD LAKES,1255 North Talbot Road,Erie St. Clair,For-Profit,No,Yes,Yes,Yes, N9G3A4,2010-07-27,102,32,16,72,20,10,20,6,5,3,2,1,extendicare southwood lakes,1,150,Windsor,3537039,42.24130106,-82.97743668,2020-04-24,150,0,inactive,,
EXTENDICARE SOUTHWOOD LAKES,1255 North Talbot Road,Erie St. Clair,For-Profit,No,Yes,Yes,Yes, N9G3A4,2010-07-27,102,32,16,72,20,10,20,6,5,3,2,1,extendicare southwood lakes,1,150,Windsor,3537039,42.24130106,-82.97743668,2020-04-28,150,0,active,0,<5
EXTENDICARE STARWOOD,114 Starwood Road,Champlain,For-Profit,No,Yes,Yes,Yes, K2G3N5,2010-09-08,54,26,14,25,12,6,21,10,7,5,1,1,extendicare starwood,1,192,Ottawa,3506008,45.35366004,-75.75058715,2020-05-12,192,0,inactive,,
EXTENDICARE STARWOOD,114 Starwood Road,Champlain,For-Profit,No,Yes,Yes,Yes, K2G3N5,2010-09-08,54,26,14,25,12,6,21,10,7,5,1,1,extendicare starwood,1,192,Ottawa,3506008,45.35366004,-75.75058715,2020-04-24,192,0,active,0,<5
EXTENDICARE TECUMSEH,2475 St. Alphonse Street,Erie St. Clair,For-Profit,No,Yes,Yes,Yes, N8N2X2,2010-08-04,73,34,21,48,16,9,18,13,10,4,3,3,extendicare tecumseh,1,128,Tecumseh,3537048,42.28214117,-82.88283156,2020-05-25,128,0,inactive,,
EXTENDICARE TECUMSEH,2475 St. Alphonse Street,Erie St. Clair,For-Profit,No,Yes,Yes,Yes, N8N2X2,2010-08-04,73,34,21,48,16,9,18,13,10,4,3,3,extendicare tecumseh,1,128,Tecumseh,3537048,42.28214117,-82.88283156,2020-05-14,128,0,active,0,<5
EXTENDICARE TIMMINS,62 St-Jean Avenue,North East,For-Profit,No,Yes,Yes,Yes, P4R0A6,2011-05-31,41,27,11,15,9,4,14,8,5,11,9,1,extendicare timmins,1,180,Timmins,3556027,48.47746467,-81.37922804,2020-04-24,180,0,inactive,,
EXTENDICARE TIMMINS,62 St-Jean Avenue,North East,For-Profit,No,Yes,Yes,Yes, P4R0A6,2011-05-31,41,27,11,15,9,4,14,8,5,11,9,1,extendicare timmins,1,180,Timmins,3556027,48.47746467,-81.37922804,2020-05-11,180,0,active,<5,0
EXTENDICARE WEST END VILLA,2179 Elmira Drive,Champlain,For-Profit,No,Yes,Yes,Yes, K2C3S1,2010-11-18,106,59,22,57,33,11,42,22,10,5,1,1,extendicare west end villa,1,242,Ottawa,3506008,45.35438354,-75.77592346,2020-05-22,242,0,inactive,,
EXTENDICARE WEST END VILLA,2179 Elmira Drive,Champlain,For-Profit,No,Yes,Yes,Yes, K2C3S1,2010-11-18,106,59,22,57,33,11,42,22,10,5,1,1,extendicare west end villa,1,242,Ottawa,3506008,45.35438354,-75.77592346,2020-05-05,242,0,active,0,<5
EXTENDICARE YORK,333 York Street,North East,For-Profit,Yes,Yes,Yes,Yes, P3E5J3,2010-09-21,65,36,16,25,12,6,24,13,7,17,11,3,extendicare york,1,288,Greater Sudbury / Grand Sudbury,3553005,46.47514368,-81.00771419,2020-05-12,288,0,inactive,,
EXTENDICARE YORK,333 York Street,North East,For-Profit,Yes,Yes,Yes,Yes, P3E5J3,2010-09-21,65,36,16,25,12,6,24,13,7,17,11,3,extendicare york,1,288,Greater Sudbury / Grand Sudbury,3553005,46.47514368,-81.00771419,2020-04-29,288,0,active,0,<5
FAIRVIEW LODGE,632 Dundas Street West P.O. Box 300,Central East,Municipal,No,Yes,Yes,Yes, L1N5S3,2010-08-25,48,29,13,19,12,8,20,9,4,2,2,,fairview lodge,1,198,Whitby,3518009,43.87912064,-78.95110927,2020-04-30,198,0,inactive,,
FAIRVIEW LODGE,632 Dundas Street West P.O. Box 300,Central East,Municipal,No,Yes,Yes,Yes, L1N5S3,2010-08-25,48,29,13,19,12,8,20,9,4,2,2,,fairview lodge,1,198,Whitby,3518009,43.87912064,-78.95110927,2020-04-24,198,0,active,0,0
FAIRVIEW NURSING HOME,14 Cross Street,Toronto Central,For-Profit,No,Yes,Yes,Yes, M6J1S8,2010-07-15,34,10,7,12,2,2,12,4,4,8,1,1,fairview nursing home,1,108,Toronto,3520005,43.64812078,-79.4285026,2020-07-03,108,0,inactive,,
FAIRVIEW NURSING HOME,14 Cross Street,Toronto Central,For-Profit,No,Yes,Yes,Yes, M6J1S8,2010-07-15,34,10,7,12,2,2,12,4,4,8,1,1,fairview nursing home,1,108,Toronto,3520005,43.64812078,-79.4285026,2020-06-19,108,0,active,0,<5
FAITH MANOR NURSING HOME,7900 Mclaughlin Road South,Central West,Non-Profit,No,Yes,Yes,Yes, L6Y5A7,2010-10-06,39,18,6,15,4,2,11,4,2,12,8,3,faith manor nursing home,1,120,Brampton,3521010,43.65401717,-79.7413989,2020-06-03,0,<5,inactive,,
FAITH MANOR NURSING HOME,7900 Mclaughlin Road South,Central West,Non-Profit,No,Yes,Yes,Yes, L6Y5A7,2010-10-06,39,18,6,15,4,2,11,4,2,12,8,3,faith manor nursing home,1,120,Brampton,3521010,43.65401717,-79.7413989,2020-04-27,120,0,active,<5,0
FENELON COURT,44 Wychwood Crescent,Central East,For-Profit,No,Yes,Yes,Yes, K0M1N0,2011-10-11,19,12,5,6,3,1,8,5,3,,,,fenelon court,1,67,Kawartha Lakes,3516010,44.52846487,-78.73121905,2020-06-01,67,0,inactive,,
FENELON COURT,44 Wychwood Crescent,Central East,For-Profit,No,Yes,Yes,Yes, K0M1N0,2011-10-11,19,12,5,6,3,1,8,5,3,,,,fenelon court,1,67,Kawartha Lakes,3516010,44.52846487,-78.73121905,2020-05-21,67,0,active,0,<5
FIELDSTONE COMMONS CARE COMMUNITY,1000 Ellesmere Road,Central East,For-Profit,Yes,Yes,Yes,Yes, M1P5G2,2011-03-16,43,19,6,17,7,3,18,8,2,8,5,2,fieldstone commons care community,1,224,Toronto,3520005,43.76728591,-79.27793126,2020-07-05,224,0,inactive,,
FIELDSTONE COMMONS CARE COMMUNITY,1000 Ellesmere Road,Central East,For-Profit,Yes,Yes,Yes,Yes, M1P5G2,2011-03-16,43,19,6,17,7,3,18,8,2,8,5,2,fieldstone commons care community,1,224,Toronto,3520005,43.76728591,-79.27793126,2020-05-28,224,0,active,<5,<5
FINLANDIA HOIVAKOTI NURSING HOME,233 Fourth Avenue,North East,For-Profit,Yes,Yes,Yes,Yes, P3B4C3,2010-11-29,44,20,9,16,4,2,15,9,4,7,5,1,finlandia hoivakoti nursing home,1,112,Greater Sudbury / Grand Sudbury,3553005,46.48424888,-80.92711026,2020-05-25,112,0,inactive,,
FINLANDIA HOIVAKOTI NURSING HOME,233 Fourth Avenue,North East,For-Profit,Yes,Yes,Yes,Yes, P3B4C3,2010-11-29,44,20,9,16,4,2,15,9,4,7,5,1,finlandia hoivakoti nursing home,1,112,Greater Sudbury / Grand Sudbury,3553005,46.48424888,-80.92711026,2020-05-11,112,0,active,0,<5
FOREST HEIGHTS,60 Westheights Drive,Waterloo Wellington,For-Profit,Yes,Yes,Yes,Yes, N2N2A8,2010-08-30,104,42,15,47,14,7,41,17,4,12,7,4,forest heights,1,240,Kitchener,3530013,43.42864339,-80.52997973,2020-06-30,240,51,inactive,,
FOREST HEIGHTS,60 Westheights Drive,Waterloo Wellington,For-Profit,Yes,Yes,Yes,Yes, N2N2A8,2010-08-30,104,42,15,47,14,7,41,17,4,12,7,4,forest heights,1,240,Kitchener,3530013,43.42864339,-80.52997973,2020-04-24,240,20,active,119,47
FOUNTAIN VIEW CARE COMMUNITY,1800 O'Connor Drive,Toronto Central,For-Profit,No,Yes,Yes,Yes, M4A1W7,2010-10-05,45,18,13,22,5,4,15,9,7,7,4,3,fountain view care community,1,158,Toronto,3520005,43.7205599,-79.30496586,2020-05-15,158,0,inactive,,
FOUNTAIN VIEW CARE COMMUNITY,1800 O'Connor Drive,Toronto Central,For-Profit,No,Yes,Yes,Yes, M4A1W7,2010-10-05,45,18,13,22,5,4,15,9,7,7,4,3,fountain view care community,1,158,Toronto,3520005,43.7205599,-79.30496586,2020-04-28,158,0,active,0,<5
FOYER ST-VIATEUR NURSING HOME,1003 Limoges Road South,Champlain,For-Profit,No,Yes,Yes,Yes, K0A2M0,2010-09-21,68,32,12,24,4,,15,10,8,23,14,2,foyer st-viateur nursing home,1,57,The Nation / La Nation,3502025,45.29369315,-75.22846107,2020-06-17,57,0,inactive,,
FOYER ST-VIATEUR NURSING HOME,1003 Limoges Road South,Champlain,For-Profit,No,Yes,Yes,Yes, K0A2M0,2010-09-21,68,32,12,24,4,,15,10,8,23,14,2,foyer st-viateur nursing home,1,57,The Nation / La Nation,3502025,45.29369315,-75.22846107,2020-06-02,57,0,active,0,<5
FRANKLIN GARDENS LONG TERM CARE HOME,24 Franklin Road,Erie St. Clair,For-Profit,No,Yes,Yes,Yes, N8H4B7,2010-08-18,57,25,10,21,9,3,28,10,5,4,3,2,franklin gardens long term care home,1,120,Leamington,3537003,42.03083044,-82.59816325,2020-04-27,120,0,inactive,,
FRANKLIN GARDENS LONG TERM CARE HOME,24 Franklin Road,Erie St. Clair,For-Profit,No,Yes,Yes,Yes, N8H4B7,2010-08-18,57,25,10,21,9,3,28,10,5,4,3,2,franklin gardens long term care home,1,120,Leamington,3537003,42.03083044,-82.59816325,2020-04-24,120,0,active,<5,<5
FUDGER HOUSE,439 Sherbourne Street,Toronto Central,Municipal,Yes,Yes,Yes,Yes, M4X1K6,2010-11-03,23,14,8,11,4,3,6,4,4,2,2,2,fudger house,1,250,Toronto,3520005,43.66633069,-79.37402148,2020-06-06,250,0,inactive,,
FUDGER HOUSE,439 Sherbourne Street,Toronto Central,Municipal,Yes,Yes,Yes,Yes, M4X1K6,2010-11-03,23,14,8,11,4,3,6,4,4,2,2,2,fudger house,1,250,Toronto,3520005,43.66633069,-79.37402148,2020-05-08,250,0,active,<5,0
GARDEN CITY MANOR,168 Scott Street,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,Yes,Yes, L2N1H2,2010-07-06,60,26,14,29,9,4,17,10,7,11,5,2,garden city manor,1,200,St. Catharines,3526053,43.18091791,-79.2490312,2020-04-24,200,0,inactive,,
GARDEN CITY MANOR,168 Scott Street,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,Yes,Yes, L2N1H2,2010-07-06,60,26,14,29,9,4,17,10,7,11,5,2,garden city manor,1,200,St. Catharines,3526053,43.18091791,-79.2490312,2020-05-12,200,0,active,<5,0
GARDEN COURT NURSING HOME,1 Sand Beach Road,Toronto Central,For-Profit,No,Yes,Yes,No, M8V2W2,2010-12-09,14,9,5,3,1,1,3,3,1,5,3,3,garden court nursing home,1,45,Toronto,3520005,43.60195707,-79.49680752,2020-07-18,45,10,inactive,,
GARDEN COURT NURSING HOME,1 Sand Beach Road,Toronto Central,For-Profit,No,Yes,Yes,No, M8V2W2,2010-12-09,14,9,5,3,1,1,3,3,1,5,3,3,garden court nursing home,1,45,Toronto,3520005,43.60195707,-79.49680752,2020-05-30,45,0,active,0,<5
GARDEN TERRACE,100 Aird Place,Champlain,For-Profit,Yes,Yes,Yes,Yes, K2L4H8,2011-10-24,58,45,24,22,14,10,26,22,12,5,5,1,garden terrace,1,160,Ottawa,3506008,45.30976033,-75.9009793,2020-04-24,160,0,inactive,,
GARDEN TERRACE,100 Aird Place,Champlain,For-Profit,Yes,Yes,Yes,Yes, K2L4H8,2011-10-24,58,45,24,22,14,10,26,22,12,5,5,1,garden terrace,1,160,Ottawa,3506008,45.30976033,-75.9009793,2020-04-27,160,0,active,0,<5
GARDENVIEW LONG TERM CARE HOME,72 Town Centre Drive,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,No,Yes,Yes,No, N0A1S0,2011-10-20,18,14,2,8,6,2,1,,,5,5,,gardenview long term care home,1,64,Haldimand County,3528018,42.88836551,-80.14081206,2020-05-15,64,0,inactive,,
GARDENVIEW LONG TERM CARE HOME,72 Town Centre Drive,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,No,Yes,Yes,No, N0A1S0,2011-10-20,18,14,2,8,6,2,1,,,5,5,,gardenview long term care home,1,64,Haldimand County,3528018,42.88836551,-80.14081206,2020-04-27,64,0,active,0,<5
GARRY J. ARMSTRONG HOME,200 Island Lodge Road,Champlain,Municipal,No,Yes,Yes,Yes, K1N5M2,2011-09-22,73,56,25,32,27,14,25,19,6,14,9,3,garry j. armstrong home,1,180,Ottawa,3506008,45.43785466,-75.68321333,2020-05-11,180,0,inactive,,
GARRY J. ARMSTRONG HOME,200 Island Lodge Road,Champlain,Municipal,No,Yes,Yes,Yes, K1N5M2,2011-09-22,73,56,25,32,27,14,25,19,6,14,9,3,garry j. armstrong home,1,180,Ottawa,3506008,45.43785466,-75.68321333,2020-04-24,180,0,active,0,<5
GATEWAY HAVEN LONG TERM CARE HOME,671 Frank Street P.O. Box 10,South West,Municipal,No,Yes,Yes,No, N0H2T0,2010-08-25,20,11,6,5,2,1,8,3,3,6,5,3,gateway haven long term care home,0,100,South Bruce Peninsula,3541055,44.74034089,-81.12803284,2020-04-24,100,0,active,0,<5
GLEBE CENTRE,950 Bank Street,Champlain,Non-Profit,No,Yes,Yes,Yes, K1S5G6,2010-08-25,45,30,21,21,13,12,16,10,6,5,5,4,glebe centre,1,254,Ottawa,3506008,45.39876525,-75.68635693,2020-06-30,254,0,inactive,,
GLEBE CENTRE,950 Bank Street,Champlain,Non-Profit,No,Yes,Yes,Yes, K1S5G6,2010-08-25,45,30,21,21,13,12,16,10,6,5,5,4,glebe centre,1,254,Ottawa,3506008,45.39876525,-75.68635693,2020-06-16,254,0,active,0,0
GLEN HILL STRATHAVEN,264 King Street East,Central East,Non-Profit,Yes,Yes,No,Yes, L1C1P9,2011-05-18,58,29,12,16,7,3,15,12,6,23,9,3,glen hill strathaven,1,210,Clarington,3518017,43.91212066,-78.67361278,2020-05-26,210,0,inactive,,
GLEN HILL STRATHAVEN,264 King Street East,Central East,Non-Profit,Yes,Yes,No,Yes, L1C1P9,2011-05-18,58,29,12,16,7,3,15,12,6,23,9,3,glen hill strathaven,1,210,Clarington,3518017,43.91212066,-78.67361278,2020-05-12,210,0,active,<5,0
GOLDEN DAWN NURSING HOME,80 Main Street P. O. Box 129,South West,Non-Profit,No,Yes,Yes,No, N0H1W0,2010-07-15,19,12,7,6,4,3,3,2,2,10,8,5,golden dawn nursing home,1,45,Northern Bruce Peninsula,3541069,44.98706902,-81.25537981,2020-05-19,45,0,inactive,,
GOLDEN DAWN NURSING HOME,80 Main Street P. O. Box 129,South West,Non-Profit,No,Yes,Yes,No, N0H1W0,2010-07-15,19,12,7,6,4,3,3,2,2,10,8,5,golden dawn nursing home,1,45,Northern Bruce Peninsula,3541069,44.98706902,-81.25537981,2020-05-12,45,0,active,<5,0
GOLDEN MANOR,481 Melrose Boulevard,North East,Municipal,Yes,Yes,Yes,Yes, P4N5H3,2011-08-16,22,14,6,7,4,2,9,5,4,6,4,,golden manor,1,177,Timmins,3556027,48.48606627,-81.34352493,2020-05-20,177,0,inactive,,
GOLDEN MANOR,481 Melrose Boulevard,North East,Municipal,Yes,Yes,Yes,Yes, P4N5H3,2011-08-16,22,14,6,7,4,2,9,5,4,6,4,,golden manor,1,177,Timmins,3556027,48.48606627,-81.34352493,2020-05-06,177,0,active,<5,0
GOLDEN YEARS NURSING HOME,704 Eagle Street North P.O. Box 3277,Waterloo Wellington,For-Profit,No,Yes,Yes,No, N3H4T3,2010-07-21,57,27,13,23,10,4,12,7,5,14,9,5,golden years nursing home,1,88,Cambridge,3530010,43.4042795,-80.35454667,2020-05-21,88,0,inactive,,
GOLDEN YEARS NURSING HOME,704 Eagle Street North P.O. Box 3277,Waterloo Wellington,For-Profit,No,Yes,Yes,No, N3H4T3,2010-07-21,57,27,13,23,10,4,12,7,5,14,9,5,golden years nursing home,1,88,Cambridge,3530010,43.4042795,-80.35454667,2020-05-03,88,0,active,0,<5
GRACE MANOR,45 Kingknoll Drive,Central West,Non-Profit,No,Yes,Yes,Yes, L6Y5P2,2010-08-05,39,22,15,20,10,8,11,5,5,11,8,4,grace manor,1,120,Brampton,3521010,43.65294337,-79.7414379,2020-06-10,120,12,inactive,,
GRACE MANOR,45 Kingknoll Drive,Central West,Non-Profit,No,Yes,Yes,Yes, L6Y5P2,2010-08-05,39,22,15,20,10,8,11,5,5,11,8,4,grace manor,1,120,Brampton,3521010,43.65294337,-79.7414379,2020-04-24,120,<5,active,49,21
GRACE VILLA NURSING HOME,45 Lockton Crescent,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,No,Yes, L8V4V5,2010-07-08,81,26,12,37,10,5,13,6,5,31,13,4,grace villa nursing home,1,184,Hamilton,3525005,43.21147629,-79.84709659,2020-05-05,184,0,inactive,,
GRACE VILLA NURSING HOME,45 Lockton Crescent,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,No,Yes, L8V4V5,2010-07-08,81,26,12,37,10,5,13,6,5,31,13,4,grace villa nursing home,1,184,Hamilton,3525005,43.21147629,-79.84709659,2020-04-28,184,0,active,0,<5
GREENWOOD COURT,90 Greenwood Drive,South West,Non-Profit,No,Yes,No,No, N5A7W5,2010-09-27,22,14,5,6,5,1,4,4,3,4,1,,greenwood court,1,45,Stratford,3531011,43.38294686,-80.97615776,2020-05-11,45,<5,inactive,,
GREENWOOD COURT,90 Greenwood Drive,South West,Non-Profit,No,Yes,No,No, N5A7W5,2010-09-27,22,14,5,6,5,1,4,4,3,4,1,,greenwood court,1,45,Stratford,3531011,43.38294686,-80.97615776,2020-04-24,45,<5,active,<5,7
HALLOWELL HOUSE,13628 Loyalist Parkway,South East,For-Profit,No,Yes,Yes,Yes, K0K2T0,2010-09-09,43,20,10,17,8,5,18,6,4,5,5,2,hallowell house,1,97,Prince Edward County,3513020,43.99421064,-77.1810053,2020-04-24,97,0,inactive,,
HAMPTON TERRACE CARE CENTRE,75 Plains Road West,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,Yes,Yes, L7T1E8,2011-09-21,32,15,6,15,6,3,4,3,1,11,5,1,hampton terrace care centre,1,101,Burlington,3524002,43.3054339,-79.8554984,2020-05-04,101,0,inactive,,
HAMPTON TERRACE CARE CENTRE,75 Plains Road West,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,Yes,Yes, L7T1E8,2011-09-21,32,15,6,15,6,3,4,3,1,11,5,1,hampton terrace care centre,1,101,Burlington,3524002,43.3054339,-79.8554984,2020-04-24,101,0,active,0,<5
HARMONY HILLS CARE COMMUNITY,1800 O'Connor Drive,Toronto Central,For-Profit,No,Yes,Yes,Yes, M4A1W7,2010-12-14,19,9,6,6,3,3,7,3,3,1,,,harmony hills care community,1,160,Toronto,3520005,43.7205599,-79.30496586,2020-06-18,160,0,inactive,,
HARMONY HILLS CARE COMMUNITY,1800 O'Connor Drive,Toronto Central,For-Profit,No,Yes,Yes,Yes, M4A1W7,2010-12-14,19,9,6,6,3,3,7,3,3,1,,,harmony hills care community,1,160,Toronto,3520005,43.7205599,-79.30496586,2020-06-13,160,0,active,<5,<5
HAROLD AND GRACE BAKER CENTRE,1 Northwestern Avenue,Central,Non-Profit,No,Yes,Yes,Yes, M6M2J7,2011-06-20,22,13,6,12,4,2,5,4,3,3,3,2,harold and grace baker centre,1,120,Toronto,3520005,43.69821459,-79.46978092,2020-05-27,120,16,inactive,,
HAROLD AND GRACE BAKER CENTRE,1 Northwestern Avenue,Central,Non-Profit,No,Yes,Yes,Yes, M6M2J7,2011-06-20,22,13,6,12,4,2,5,4,3,3,3,2,harold and grace baker centre,1,120,Toronto,3520005,43.69821459,-79.46978092,2020-04-24,120,10,active,40,19
HASTINGS MANOR HOME FOR THE AGED,476 Dundas Street West P.O. Box 458,South East,Municipal,Yes,Yes,Yes,Yes, K8N5B2,2010-09-29,75,60,17,29,24,9,35,27,7,9,8,,hastings manor home for the aged,1,253,Belleville,3512005,44.14751276,-77.41249679,2020-05-21,253,<5,inactive,,
HASTINGS MANOR HOME FOR THE AGED,476 Dundas Street West P.O. Box 458,South East,Municipal,Yes,Yes,Yes,Yes, K8N5B2,2010-09-29,75,60,17,29,24,9,35,27,7,9,8,,hastings manor home for the aged,1,253,Belleville,3512005,44.14751276,-77.41249679,2020-04-24,253,0,active,10,<5
HAWTHORN WOODS CARE COMMUNITY,9257 Goreway Drive,Central West,For-Profit,No,Yes,Yes,Yes, L6P0N5,2010-09-16,62,30,18,27,8,5,25,15,10,8,7,4,hawthorn woods care community,1,160,Brampton,3521010,43.75755779,-79.68888879,2020-07-13,160,0,inactive,,
HAWTHORN WOODS CARE COMMUNITY,9257 Goreway Drive,Central West,For-Profit,No,Yes,Yes,Yes, L6P0N5,2010-09-16,62,30,18,27,8,5,25,15,10,8,7,4,hawthorn woods care community,1,160,Brampton,3521010,43.75755779,-79.68888879,2020-06-13,160,0,active,0,<5
