outbreak,cleaned_name,name,address,city,postal_code,LHIN,home_type,number_beds,short_stay,residents_council,family_council,accreditation,antipsychotic_percent,pressure_ulcers_percent,falls_percent,restraints_percent,depression_percent,pain_percent,first_inspection_date,last_inspection_date,last_rqi_date,3y_inspections,2y_inspections,1y_inspections,3y_withOrders,2y_withOrders,1y_withOrders,cum_resident_deaths,max_resident_cases,max_hcw_cases,date_first_outbreak,date_max_cases,date_max_HCWcases,date_first_resolved,CSDname,CSDuid,latitude,longitude
0.0,mariann home,MARIANN HOME,9915 Yonge Street,Richmond Hill, L4C1V1,Central,Non-Profit,64.0,No,Yes,Yes,Yes,16.1,1.5,7.2,4.8,18.0,3.8,2010-12-12,2020-11-05,2018-01-11,2.0,2.0,1.0,0.0,0.0,0.0,,,,,,,,Richmond Hill,3519038.0,43.86921402,-79.43615722
1.0,markhaven,MARKHAVEN,54 Parkway Avenue,Markham, L3P2G4,Central,Non-Profit,96.0,No,No,Yes,No,16.8,3.5,18.3,1.1,22.0,6.1,2010-11-08,2020-10-20,2018-12-12,11.0,9.0,6.0,4.0,4.0,2.0,17.0,10.0,21.0,2020-04-24,2020-04-24,2020-04-25,2020-05-17,Markham,3519036.0,43.88371943,-79.25422906
1.0,st. joseph's at fleming,ST. JOSEPH'S AT FLEMING,659 Brealey Drive,Peterborough, K9K2R8,Central East,Non-Profit,200.0,No,Yes,Yes,Yes,6.0,2.5,18.7,13.4,36.1,3.0,2011-03-09,2020-09-21,2018-12-28,22.0,13.0,10.0,3.0,1.0,1.0,1.0,10.0,1.0,2020-04-24,2020-04-29,2020-04-24,2020-05-15,Peterborough,3515014.0,44.26877564,-78.36982641
0.0,wilkes terrace,WILKES TERRACE,20B Cartier Road,Terrace Bay, P0T2W0,North West,Non-Profit,22.0,No,Yes,Yes,Yes,21.7,1.2,14.5,0.0,34.8,7.5,2011-12-05,2019-07-17,2018-08-30,4.0,2.0,1.0,0.0,0.0,0.0,,,,,,,,Terrace Bay,3558054.0,48.78045446,-87.10460125
1.0,lambton meadowview villa,LAMBTON MEADOWVIEW VILLA,3958 Petrolia Line R. R. #4,Petrolia, N0N1R0,Erie St. Clair,Municipal,125.0,No,Yes,Yes,No,25.9,2.4,17.4,8.7,9.5,3.9,2010-11-04,2020-09-21,2018-05-24,9.0,8.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,2020-04-24,2020-04-24,2020-04-24,2020-04-29,Enniskillen,3538016.0,42.88448582,-82.16482359
0.0,meaford long term care - a peoplecare community,MEAFORD LONG TERM CARE - A PEOPLECARE COMMUNITY,135 William Street,Meaford, N4L1T4,South West,For-Profit,77.0,Yes,Yes,Yes,Yes,17.2,1.4,12.2,0.0,25.6,18.7,2010-11-04,2020-10-15,2017-11-01,6.0,5.0,3.0,3.0,3.0,2.0,,,,,,,,Meaford,3542047.0,44.61169379,-80.60054596
1.0,pinecrest nursing home (bobcaygeon),PINECREST NURSING HOME - BOBCAYGEON,3418 County Road 36 R.R. #2,Bobcaygeon, K0M1A0,Central East,For-Profit,65.0,No,Yes,Yes,No,15.4,3.1,21.6,12.7,41.7,10.7,2011-09-20,2020-11-06,2018-11-13,8.0,5.0,2.0,3.0,2.0,0.0,29.0,33.0,32.0,2020-04-24,2020-04-24,2020-04-24,2020-05-14,Kawartha Lakes,3516010.0,44.52836508,-78.53389679
1.0,mennonite brethren senior citizens home,MENNONITE BRETHREN SENIOR CITIZENS HOME,1 Tabor Drive,St Catharines, L2N1V9,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,128.0,Yes,Yes,Yes,No,16.5,3.6,14.1,5.8,39.3,3.8,2010-10-08,2020-01-10,2018-08-18,8.0,5.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,2020-07-08,2020-07-08,2020-07-08,2020-07-30,St. Catharines,3526053.0,43.1888487,-79.2335379
0.0,chateau park long term care home,CHATEAU PARK LONG TERM CARE HOME,2990 B Riverside Drive West,Windsor, N9C1A2,Erie St. Clair,For-Profit,59.0,No,Yes,Yes,Yes,0.0,2.6,13.2,8.2,24.9,0.9,2011-05-04,2020-10-08,2017-12-29,4.0,3.0,2.0,0.0,0.0,0.0,,,,,,,,Windsor,3537039.0,42.30747117,-83.07313582
1.0,franklin gardens long term care home,FRANKLIN GARDENS LONG TERM CARE HOME,24 Franklin Road,Leamington, N8H4B7,Erie St. Clair,For-Profit,120.0,No,Yes,Yes,Yes,14.6,3.7,25.2,0.0,23.4,4.2,2010-08-18,2020-10-20,2018-01-11,9.0,6.0,5.0,2.0,2.0,2.0,0.0,1.0,1.0,2020-04-24,2020-04-24,2020-04-24,2020-04-27,Leamington,3537003.0,42.03083044,-82.59816325
1.0,regency park long term care home,REGENCY PARK LONG TERM CARE HOME,567 Victoria Avenue,Windsor, N9A4N1,Erie St. Clair,For-Profit,72.0,No,Yes,Yes,Yes,29.9,2.4,10.4,19.1,20.3,35.4,2010-07-28,2020-07-24,2017-11-23,10.0,8.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,2020-05-13,2020-05-13,2020-05-13,2020-06-04,Windsor,3537039.0,42.31362957,-83.03932361
0.0,victoria gardens long term care,VICTORIA GARDENS LONG TERM CARE,176 Victoria Avenue North,Hamilton, L8L5G1,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,76.0,No,Yes,Yes,Yes,23.9,3.0,16.9,9.6,28.2,11.8,2010-08-31,2020-11-10,2017-09-28,5.0,4.0,4.0,0.0,0.0,0.0,,,,,,,,Hamilton,3525005.0,43.25834859,-79.8542586
0.0,mississauga long term care facility,MISSISSAUGA LONG TERM CARE FACILITY,26 Peter Street North,Mississauga, L5H2G7,Mississauga Halton,For-Profit,55.0,No,Yes,No,Yes,30.3,6.6,16.8,1.8,10.5,4.0,2010-08-30,2020-03-10,2017-04-24,6.0,4.0,1.0,2.0,1.0,0.0,,,,,,,,Mississauga,3521005.0,43.54970386,-79.59094324
0.0,tsiionkwanonhsote,TSIIONKWANONHSOTE,70 Kawehnoke Apartments Road,Akwesasne, K6H5R7,Champlain,Non-Profit,50.0,No,Yes,No,Yes,43.4,1.6,15.5,8.7,5.2,2.6,2011-11-03,2020-10-14,2019-01-23,7.0,6.0,3.0,6.0,6.0,3.0,,,,,,,,Akwesasne (Part) 59,3501007.0,45.0031277,-74.68694690000002
1.0,mon sheong home for the aged,MON SHEONG HOME FOR THE AGED,36 D'Arcy Street,Toronto, M5T1J7,Toronto Central,Non-Profit,105.0,Yes,Yes,No,No,17.0,2.5,11.3,6.3,4.6,4.4,2010-12-02,2019-11-29,2017-11-28,6.0,4.0,2.0,0.0,0.0,0.0,33.0,58.0,16.0,2020-04-24,2020-05-17,2020-04-24,2020-06-15,Toronto,3520005.0,43.65527498,-79.39314779
0.0,mon sheong richmond hill long term care centre,MON SHEONG RICHMOND HILL LONG TERM CARE CENTRE,11199 Yonge Street,Richmond Hill, L4S1L2,Central,Non-Profit,192.0,Yes,Yes,Yes,No,25.0,1.5,9.8,0.8,6.6,0.6,2011-10-14,2020-11-06,2017-11-17,5.0,4.0,2.0,0.0,0.0,0.0,,,,,,,,Richmond Hill,3519038.0,43.90134473,-79.44320193
1.0,mon sheong scarborough long term care centre,MON SHEONG SCARBOROUGH LONG TERM CARE CENTRE,2030 Mcnicoll Avenue,Scarborough, M1V5P4,Central East,Non-Profit,160.0,Yes,Yes,Yes,No,15.5,1.8,11.6,12.1,10.6,1.5,2011-11-26,2020-10-28,2018-01-17,12.0,6.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,2020-05-13,2020-05-13,2020-05-13,2020-05-26,Toronto,3520005.0,43.81309612,-79.29999097
1.0,riverview gardens,RIVERVIEW GARDENS,519 King Street West,Chatham, N7M1G8,Erie St. Clair,Municipal,320.0,Yes,Yes,Yes,No,32.8,4.2,20.1,6.5,26.0,6.6,2010-09-16,2020-09-28,2018-06-13,22.0,14.0,13.0,1.0,1.0,0.0,0.0,0.0,1.0,2020-05-11,2020-05-11,2020-05-11,2020-07-11,Chatham-Kent,3536020.0,42.39921553,-82.19474266
0.0,"niagara health system, welland hospital site, extended care unit","NIAGARA HEALTH SYSTEM, WELLAND HOSPITAL SITE, EXTENDED CARE UNIT",155 Ontario Street,St. Catharines, L2R5K3,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,115.0,No,Yes,No,Yes,20.1,3.1,18.8,11.5,10.3,20.6,2010-10-14,2020-06-24,2018-07-03,6.0,4.0,3.0,1.0,1.0,0.0,,,,,,,,Welland,3526032.0,42.97988177,-79.24856448
0.0,niagara ina grafton gage village,NIAGARA INA GRAFTON GAGE VILLAGE,413 Linwell Road,St Catharines, L2M7Y2,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,40.0,No,Yes,Yes,No,26.9,5.4,18.1,10.7,7.8,0.4,2011-09-20,2019-07-23,2018-04-13,13.0,7.0,4.0,3.0,2.0,0.0,,,,,,,,St. Catharines,3526053.0,43.20027151,-79.22528859
1.0,the norfolk hospital nursing home,THE NORFOLK HOSPITAL NURSING HOME,365 West Street,Simcoe, N3Y1T7,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,80.0,No,Yes,Yes,Yes,24.8,3.3,13.3,0.0,26.2,1.5,2011-08-12,2020-02-24,2017-12-04,3.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2020-05-19,2020-05-19,2020-05-19,2020-06-01,Norfolk County,3528052.0,42.8351656,-80.31432431
0.0,north centennial manor,NORTH CENTENNIAL MANOR,2 Kimberly Drive,Kapuskasing, P5N1L5,North East,Non-Profit,78.0,No,Yes,Yes,No,21.0,1.0,9.1,7.5,30.3,10.5,2011-11-16,2020-11-05,2017-11-29,9.0,5.0,4.0,1.0,0.0,0.0,,,,,,,,Kapuskasing,3556066.0,49.42402834,-82.43174902
1.0,north park nursing home,NORTH PARK NURSING HOME,450 Rustic Road,North York, M6L1W9,Central,For-Profit,75.0,No,Yes,Yes,Yes,23.1,6.2,9.7,2.9,28.5,0.8,2010-09-23,2020-03-25,2018-10-22,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2020-05-11,2020-05-11,2020-05-11,2020-05-20,Toronto,3520005.0,43.71741799,-79.48214652
0.0,north shore health network - ltc unit,NORTH SHORE HEALTH NETWORK – LTC UNIT,525 Causley Street P. O. Box 970,Blind River, P0R1B0,North East,Non-Profit,22.0,No,Yes,Yes,Yes,10.7,1.5,6.4,0.0,18.6,11.0,2011-11-22,2020-10-20,2018-09-17,5.0,3.0,2.0,3.0,1.0,0.0,,,,,,,,Blind River,3557038.0,46.18737143,-82.92406797
0.0,seniors' health centre,SENIORS' HEALTH CENTRE,2 Buchan Court,North York, M2J5A3,Central,Non-Profit,192.0,Yes,Yes,Yes,Yes,11.7,1.4,13.5,1.6,5.5,1.7,2011-04-20,2020-11-16,2018-02-09,9.0,7.0,5.0,4.0,3.0,1.0,,,,,,,,Toronto,3520005.0,43.77304721,-79.36002319
1.0,norwood nursing home,NORWOOD NURSING HOME,122 Tyndall Avenue,Toronto, M6K2E2,Toronto Central,For-Profit,60.0,No,Yes,Yes,Yes,35.1,1.9,9.1,0.0,15.8,0.0,2011-06-24,2020-10-30,2018-07-20,5.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2020-04-24,2020-04-24,2020-04-24,2020-05-27,Toronto,3520005.0,43.63752278,-79.4293819
1.0,almonte country haven,ALMONTE COUNTRY HAVEN,333 Country Street P.O. Box 250,Almonte, K0A1A0,Champlain,For-Profit,82.0,No,Yes,Yes,Yes,7.2,3.0,21.3,15.7,20.9,4.6,2010-11-09,2020-11-02,2017-12-22,13.0,8.0,7.0,2.0,1.0,1.0,30.0,45.0,23.0,2020-04-24,2020-05-03,2020-05-01,2020-06-30,Mississippi Mills,3509030.0,45.2188403,-76.19075728
0.0,burnbrae gardens long term care residence,BURNBRAE GARDENS LONG TERM CARE RESIDENCE,320 Burnbrae Road East P.O. Box 1090,Campbellford, K0L1L0,Central East,For-Profit,43.0,No,Yes,Yes,Yes,19.4,2.5,17.4,0.0,31.1,0.2,2011-11-03,2020-09-18,2017-07-10,8.0,5.0,4.0,0.0,0.0,0.0,,,,,,,,Trent Hills,3514045.0,44.28480207,-77.84842135
1.0,country terrace,COUNTRY TERRACE,10072 Oxbow Drive R.R. #3,Komoka, N0L1R0,South West,For-Profit,120.0,Yes,Yes,No,Yes,6.7,0.5,16.4,1.9,26.3,1.3,2010-07-22,2020-06-15,2018-07-13,12.0,11.0,7.0,2.0,2.0,1.0,0.0,0.0,1.0,2020-05-16,2020-05-16,2020-05-16,2020-05-22,Middlesex Centre,3539033.0,42.95867137,-81.43757387
0.0,forest hill,FOREST HILL,6501 Campeau Drive,Kanata, K2K3E9,Champlain,For-Profit,160.0,No,Yes,Yes,Yes,22.8,3.6,13.7,6.8,17.4,4.7,2010-08-19,2020-01-23,2018-09-28,13.0,8.0,3.0,1.0,0.0,0.0,,,,,,,,Ottawa,3506008.0,45.31439133,-75.9096673
0.0,frost manor,FROST MANOR,225 Mary Street West,Lindsay, K9V5K3,Central East,For-Profit,62.0,No,Yes,Yes,Yes,22.4,2.2,21.5,1.6,27.6,4.3,2011-06-10,2020-01-30,2019-01-22,6.0,3.0,3.0,1.0,0.0,0.0,,,,,,,,Kawartha Lakes,3516010.0,44.342364,-78.747889
1.0,garden terrace,GARDEN TERRACE,100 Aird Place,Kanata, K2L4H8,Champlain,For-Profit,160.0,Yes,Yes,Yes,Yes,14.1,3.4,14.7,8.8,16.3,4.7,2011-10-24,2020-09-18,2018-05-23,26.0,18.0,9.0,2.0,1.0,1.0,1.0,0.0,1.0,2020-04-27,2020-04-27,2020-04-27,2020-04-24,Ottawa,3506008.0,45.30976033,-75.90097929999997
0.0,kentwood park,KENTWOOD PARK,2 Ontario Street,Picton, K0K2T0,South East,For-Profit,45.0,No,Yes,Yes,Yes,15.8,2.3,14.2,11.0,18.6,5.8,2010-09-08,2020-10-28,2018-05-08,8.0,6.0,2.0,1.0,1.0,0.0,,,,,,,,Prince Edward County,3513020.0,44.00244715,-77.14847409
1.0,maplewood,MAPLEWOOD,12 Maplewood Avenue Box 249,Brighton, K0K1H0,South East,For-Profit,49.0,No,Yes,Yes,Yes,30.7,2.1,13.3,0.0,30.9,2.0,2011-10-12,2020-09-11,2018-12-07,10.0,9.0,3.0,4.0,3.0,0.0,0.0,1.0,0.0,2020-05-06,2020-05-06,2020-05-06,2020-05-23,Brighton,3514004.0,44.039652600000004,-77.74441359999999
0.0,pleasant meadow manor,PLEASANT MEADOW MANOR,99 Alma Street P. O. Box 426,Norwood, K0L2V0,Central East,For-Profit,61.0,No,Yes,Yes,Yes,29.7,5.2,20.0,4.1,19.7,4.9,2010-11-18,2020-09-23,2017-07-28,9.0,7.0,3.0,1.0,0.0,0.0,,,,,,,,Asphodel-Norwood,3515003.0,44.37927558,-77.96791169
1.0,riverview manor nursing home,RIVERVIEW MANOR NURSING HOME,1155 Water Street,Peterborough, K9H3P8,Central East,For-Profit,124.0,No,Yes,Yes,Yes,22.4,2.7,9.8,2.7,17.0,0.4,2011-06-16,2020-09-15,2018-06-25,12.0,7.0,3.0,3.0,2.0,0.0,0.0,,,,,,2020-04-24,Peterborough,3515014.0,44.33636205,-78.3150222
1.0,rosebridge manor,ROSEBRIDGE MANOR,131 Roses Bridge Road R. R. #2,Jasper, K0G1G0,South East,For-Profit,78.0,No,Yes,Yes,Yes,31.7,1.4,20.3,6.4,22.6,2.0,2010-07-21,2020-10-22,2017-09-19,6.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2020-04-24,2020-04-24,2020-04-24,2020-05-03,Merrickville-Wolford,3507052.0,44.84219285,-75.89019625
0.0,springdale country manor,SPRINGDALE COUNTRY MANOR,2698 Clifford Line R. R. #5,Peterborough, K9J6X6,Central East,For-Profit,68.0,No,Yes,Yes,Yes,17.9,2.8,7.1,3.6,11.7,0.8,2009-09-22,2020-09-09,2017-10-06,15.0,6.0,3.0,1.0,0.0,0.0,,,,,,,,Cavan Monaghan,3515013.0,44.23107203,-78.39679912
0.0,streamway villa,STREAMWAY VILLA,19 James Street West,Cobourg, K9A2J8,Central East,For-Profit,59.0,No,Yes,No,Yes,16.4,1.4,11.2,0.0,23.9,3.9,2011-02-01,2020-10-02,2017-11-09,6.0,5.0,4.0,2.0,1.0,1.0,,,,,,,,Cobourg,3514021.0,43.96205389,-78.16781002
0.0,the village green nursing home,THE VILLAGE GREEN NURSING HOME,166 Pleasant Drive P.O. Box 94,Selby, K0K2Z0,South East,For-Profit,66.0,No,Yes,Yes,Yes,17.6,1.8,10.4,0.0,14.7,2.2,2010-11-03,2020-08-11,2018-07-06,9.0,5.0,2.0,0.0,0.0,0.0,,,,,,,,Greater Napanee,3511015.0,44.30037081,-76.98430987
0.0,the willows estate nursing home,THE WILLOWS ESTATE NURSING HOME,13837 Yonge Street,Aurora, L4G3G8,Central,For-Profit,84.0,No,Yes,No,Yes,14.7,2.4,8.9,1.3,13.5,6.9,2011-10-14,2020-10-02,2018-08-09,12.0,10.0,5.0,3.0,2.0,0.0,,,,,,,,Aurora,3519046.0,43.96549464,-79.45862614
1.0,woodland villa,WOODLAND VILLA,30 Milles Roches Road R. R. #1,Long Sault, K0C1P0,Champlain,For-Profit,111.0,No,Yes,Yes,Yes,15.9,0.9,13.2,9.7,16.3,3.1,2011-06-15,2020-08-14,2018-10-26,9.0,6.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,2020-05-02,2020-05-02,2020-05-02,2020-05-22,South Stormont,3501011.0,45.03376712,-74.88721694
0.0,oneida nation of the thames long-term care home (tsi' nu: yoyantle' na' tuhuwatisni),ONEIDA NATION OF THE THAMES LONG-TERM CARE HOME (TSI' NU: YOYANTLE' NA' TUHUWATISNI),"2229 Elm Avenue, R.R. #2",Southwold, N0L2G0,South West,Non-Profit,64.0,No,Yes,Yes,No,17.3,2.6,17.8,1.1,31.6,4.5,2012-04-12,2020-11-04,2018-07-13,6.0,5.0,3.0,1.0,1.0,1.0,,,,,,,,Oneida 41,3539021.0,42.81734514,-81.41178225
0.0,parkview nursing centre,PARKVIEW NURSING CENTRE,545 King Street West,Hamilton, L8P1C1,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,126.0,No,Yes,Yes,Yes,22.5,2.7,19.7,2.5,13.2,2.0,2011-01-14,2020-03-04,2017-09-18,4.0,3.0,3.0,0.0,0.0,0.0,,,,,,,,Hamilton,3525005.0,43.26103249,-79.88486411
1.0,gardenview long term care home,GARDENVIEW LONG TERM CARE HOME,72 Town Centre Drive,Townsend, N0A1S0,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,64.0,No,Yes,Yes,No,20.1,3.3,29.5,3.4,6.6,11.9,2011-10-20,2019-09-24,2017-11-06,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2020-04-27,2020-04-27,2020-04-27,2020-05-15,Haldimand County,3528018.0,42.88836551,-80.14081206
1.0,delhi long term care centre,DELHI LONG TERM CARE CENTRE,750 Gibraltar Street,Delhi, N4B3B3,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,60.0,No,Yes,No,Yes,12.0,3.8,16.6,0.0,38.2,4.5,2010-11-23,2020-10-13,2018-06-27,7.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2020-06-04,2020-06-04,2020-06-04,2020-06-18,Norfolk County,3528052.0,42.842040600000004,-80.4905752
1.0,golden years nursing home,GOLDEN YEARS NURSING HOME,704 Eagle Street North P.O. Box 3277,Cambridge, N3H4T3,Waterloo Wellington,For-Profit,88.0,No,Yes,Yes,No,34.0,4.7,19.9,0.0,30.4,4.2,2010-07-21,2020-10-16,2018-03-19,13.0,10.0,7.0,5.0,4.0,1.0,0.0,0.0,1.0,2020-05-03,2020-05-03,2020-05-03,2020-05-21,Cambridge,3530010.0,43.4042795,-80.35454667
1.0,peoplecare a.r. goudie kitchener,PEOPLECARE A.R. GOUDIE KITCHENER,369 Frederick Street,Kitchener, N2H2P1,Waterloo Wellington,Non-Profit,80.0,No,Yes,Yes,Yes,23.8,2.6,17.5,0.0,29.3,4.4,2010-08-25,2020-11-03,2017-11-02,8.0,5.0,5.0,0.0,0.0,0.0,9.0,16.0,18.0,2020-04-24,2020-04-29,2020-05-13,2020-07-14,Kitchener,3530013.0,43.4564955,-80.47446971
1.0,peoplecare hilltop manor cambridge,PEOPLECARE HILLTOP MANOR CAMBRIDGE,42 Elliott Street,Cambridge, N1R2J2,Waterloo Wellington,For-Profit,185.0,No,Yes,Yes,Yes,26.0,4.0,19.6,0.0,27.3,4.3,2010-11-17,2020-09-09,2018-06-12,10.0,5.0,3.0,5.0,3.0,3.0,0.0,0.0,1.0,2020-05-12,2020-05-12,2020-05-12,2020-05-25,Cambridge,3530010.0,43.35352749,-80.30996865
1.0,peoplecare oakcrossing london,PEOPLECARE OAKCROSSING LONDON,1242 Oakcrossing Road,London, N6H0G2,South West,For-Profit,160.0,No,Yes,Yes,Yes,29.4,1.4,23.4,0.0,31.8,2.4,2010-09-07,2020-11-03,2018-06-28,12.0,11.0,9.0,1.0,1.0,1.0,0.0,1.0,1.0,2020-05-05,2020-06-17,2020-05-05,2020-05-19,London,3539036.0,42.99044098,-81.31277543
0.0,peoplecare tavistock,PEOPLECARE TAVISTOCK,28 William Street North P.O. Box 460,Tavistock, N0B2R0,South West,For-Profit,100.0,Yes,Yes,No,Yes,27.9,3.8,12.7,0.0,26.9,2.7,2010-10-12,2020-10-28,2017-12-04,6.0,5.0,3.0,0.0,0.0,0.0,,,,,,,,East Zorra-Tavistock,3532038.0,43.31908376,-80.83917752
1.0,the perley and rideau veterans' health centre,THE PERLEY AND RIDEAU VETERANS' HEALTH CENTRE,1750 Russell Road,Ottawa, K1G5Z6,Champlain,Non-Profit,450.0,Yes,Yes,Yes,Yes,21.8,1.7,16.8,11.0,32.1,8.1,2010-09-01,2020-07-20,2018-05-23,23.0,16.0,8.0,5.0,3.0,1.0,12.0,15.0,34.0,2020-04-24,2020-05-01,2020-05-05,2020-05-26,Ottawa,3506008.0,45.40374035,-75.63671562
0.0,pleasant manor retirement village,PLEASANT MANOR RETIREMENT VILLAGE,15 Elden Street Box 500,Virgil, L0S1T0,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,41.0,No,Yes,No,No,12.9,2.2,13.2,4.0,36.9,8.0,2011-09-20,2020-02-19,2017-07-21,5.0,2.0,1.0,3.0,1.0,0.0,,,,,,,,Niagara-on-the-Lake,3526047.0,43.22673892,-79.12186246
0.0,king city lodge nursing home,KING CITY LODGE NURSING HOME,146 Fog Road,King City, L7B1A3,Central,For-Profit,36.0,No,Yes,Yes,Yes,17.3,1.2,11.2,1.0,23.4,8.5,2011-09-30,2020-10-27,2017-12-20,4.0,3.0,1.0,0.0,0.0,0.0,,,,,,,,King,3519049.0,43.97147063,-79.55151987
1.0,burton manor,BURTON MANOR,5 Sterritt Drive,Brampton, L6Y5P3,Central West,For-Profit,128.0,No,Yes,Yes,Yes,24.8,2.8,13.6,11.1,24.7,0.5,2010-09-22,2020-10-29,2018-01-10,5.0,5.0,2.0,2.0,2.0,0.0,12.0,33.0,14.0,2020-04-24,2020-05-05,2020-05-09,2020-05-29,Brampton,3521010.0,43.66143557,-79.77341911
1.0,the henley house,THE HENLEY HOUSE,20 Ernest Street,St. Catharines, L2N7T2,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,160.0,No,Yes,Yes,Yes,30.4,4.7,17.8,7.4,35.0,2.1,2010-09-22,2020-01-07,2018-05-17,11.0,10.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,2020-04-24,2020-04-24,2020-04-24,2020-05-18,St. Catharines,3526053.0,43.18492631,-79.2578661
1.0,henley place,HENLEY PLACE,1961 Cedarhollow Blvd,London, N5X0K2,South West,For-Profit,192.0,No,Yes,Yes,Yes,25.3,3.8,20.5,16.3,31.5,1.7,2014-03-07,2020-09-25,2018-05-18,19.0,16.0,14.0,2.0,2.0,2.0,0.0,1.0,0.0,2020-04-24,2020-04-24,2020-04-24,2020-05-17,London,3539036.0,43.04540679,-81.21472021
1.0,providence manor,PROVIDENCE MANOR,275 Sydenham Street,Kingston, K7K1G7,South East,Non-Profit,243.0,Yes,Yes,Yes,Yes,16.2,2.5,18.7,9.1,25.9,29.5,2011-06-23,2020-11-06,2018-07-18,23.0,14.0,6.0,5.0,3.0,1.0,0.0,1.0,0.0,2020-04-24,2020-04-24,2020-04-24,2020-04-27,Kingston,3510010.0,44.23553812,-76.48546340000001
0.0,errinrung long term care home,ERRINRUNG LONG TERM CARE HOME,67 Bruce Street P.O. Box 7069,Thornbury, N0H2P0,South West,For-Profit,60.0,Yes,Yes,Yes,Yes,26.7,2.9,16.4,0.0,28.1,4.3,2010-11-12,2020-02-06,2017-10-05,5.0,3.0,3.0,2.0,2.0,2.0,,,,,,,,The Blue Mountains,3542045.0,44.55940799,-80.45518861
0.0,queensway long term care home,QUEENSWAY LONG TERM CARE HOME,100 Queen Street East P.O. Box 369,Hensall, N0M1X0,South West,For-Profit,60.0,Yes,Yes,Yes,Yes,19.5,1.0,13.9,3.6,25.2,10.9,2010-11-30,2020-10-08,2017-11-14,4.0,3.0,2.0,0.0,0.0,0.0,,,,,,,,Bluewater,3540010.0,43.43497405,-81.50347404
0.0,regency long term care home,REGENCY LONG TERM CARE HOME,66 Dorset Street East,Port Hope, L1A1E3,Central East,For-Profit,60.0,Yes,Yes,Yes,Yes,24.5,2.3,15.4,1.4,24.2,1.0,2010-08-26,2020-09-17,2017-07-07,8.0,4.0,3.0,1.0,0.0,0.0,,,,,,,,Port Hope,3514020.0,43.95079819,-78.28804066
1.0,shelburne long term care home,SHELBURNE LONG TERM CARE HOME,200 Robert Street P.O. Box 156,Shelburne, L0N1S1,Central West,For-Profit,60.0,Yes,Yes,Yes,Yes,18.5,2.6,26.2,0.0,23.5,1.5,2010-09-23,2020-10-16,2018-08-31,10.0,8.0,5.0,5.0,4.0,2.0,18.0,42.0,20.0,2020-04-24,2020-05-01,2020-05-02,2020-05-26,Shelburne,3522021.0,44.08301872,-80.20421248
1.0,fairview lodge,FAIRVIEW LODGE,632 Dundas Street West P.O. Box 300,Whitby, L1N5S3,Central East,Municipal,198.0,No,Yes,Yes,Yes,16.9,3.3,26.6,6.5,33.8,3.1,2010-08-25,2020-09-24,2017-09-08,15.0,11.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,2020-04-24,2020-04-24,2020-05-12,2020-04-30,Whitby,3518009.0,43.87912064,-78.95110927
1.0,hillsdale estates,HILLSDALE ESTATES,590 Oshawa Blvd. North,Oshawa, L1G5T9,Central East,Municipal,300.0,No,Yes,Yes,Yes,27.1,3.0,20.4,1.3,30.9,0.9,2010-08-18,2020-11-05,2018-06-26,13.0,11.0,7.0,5.0,5.0,2.0,0.0,0.0,1.0,2020-05-13,2020-05-13,2020-05-13,2020-05-27,Oshawa,3518013.0,43.91384855,-78.86330374
1.0,hillsdale terraces,HILLSDALE TERRACES,600 Oshawa Blvd. North,Oshawa, L1G5T9,Central East,Municipal,200.0,No,Yes,Yes,Yes,14.3,2.7,27.6,1.0,36.0,6.7,2010-08-16,2020-11-17,2017-11-09,8.0,7.0,5.0,1.0,1.0,1.0,13.0,45.0,13.0,2020-04-24,2020-04-24,2020-04-25,2020-05-09,Oshawa,3518013.0,43.91500165,-78.86454214
