,Location,Facility Name,Facility Address,Operator Name,Operator Type,DSL-3,DSL-4,DSL-4-Dementia,LTC-Auxilary Hospital,LTC-Nursing Home
333,Westlock,Westlock Healthcare Centre [Westlock Continuing Care Centre],"10220 93 Street WESTLOCK, Alberta T7P2G4",Alberta Health Services,Alberta Health Services,False,False,False,True,False
334,Linden,Westview Care Community,"700 Nursing Home Road LINDEN, Alberta T0M 1J0",Church Of God In Christ Mennonite,Voluntary,False,False,False,False,True
335,Stony Plain,Westview Health Centre - Stony Plain,"4405 Southpark Drive STONY PLAIN, Alberta T7Z2M7",Alberta Health Services,Alberta Health Services,False,False,False,True,False
336,Wetaskiwin,Wetaskiwin Hospital and Care Centre,"6910 47 Street WETASKIWIN, Alberta T9A3N3",Alberta Health Services,Alberta Health Services,False,False,False,False,True
337,Wetaskiwin,Wetaskiwin Meadows,"4501 60 Street WETASKIWIN, Alberta T9A 1X7",The Bethany Group,Voluntary,True,False,False,False,False
338,Grande Cache,Whispering Pines Seniors Lodge [Whispering Pines Lodge],"10210 Shand Avenue GRANDE CACHE, Alberta T0E 0Y0",The Evergreens Foundation,Private,False,True,False,False,False
339,Calgary,Whitehorn Village [Whitehorn Village Retirement Community],"5200 44 Avenue NE CALGARY, Alberta T1Y 7L4",Origin Active Lifestyles Communities,Private,False,True,True,False,False
340,Edmonton,Wild Rose Cottage,"9612 172 Street EDMONTON, Alberta T5T 6C7",Chartwell Master Care Corporation,Private,False,True,False,False,False
341,Lac La Biche,William J. Cadzow - Lac La Biche Healthcare Centre,"9110 93 Street LAC LA BICHE, Alberta T0A 2C0",Alberta Health Services,Alberta Health Services,False,False,False,True,False
342,Claresholm,Willow Creek Continuing Care Centre,"4221 8 Street West CLARESHOLM, Alberta T0L 0T0",Alberta Health Services,Alberta Health Services,False,False,False,True,True
343,Calgary,Wing Kei Care Centre,"1212 Centre Street NE CALGARY, Alberta T2E 2R4",Chinese Christian Wing Kei Nursing Home Association,Voluntary,False,False,False,False,True
344,Calgary,Wing Kei Greenview,"307 35 Avenue NE CALGARY, Alberta T2E 2K6",Chinese Christian Wing Kei Nursing Home Association,Voluntary,False,True,True,False,False
345,Blairmore,York Creek Lodge,"1810 112 Street BLAIRMORE, Alberta T0K 0E0",Crowsnest Pass Senior Housing,Voluntary,True,False,False,False,False
346,St. Albert,Youville Auxiliary Hospital (Grey Nuns) Of St. Albert,"9 St. Vital Avenue ST. ALBERT, Alberta T8N 1K1",Covenant Health,Voluntary,False,False,False,True,False
