,FACILITY_NAME,Number of dead,HCC_CODE,HLTH_AUTH,STREET_ADDRESS,CITY,POSTAL,PHONE,OPEN_DATE,COUNCIL,ACCRED_STATUS,BEDS_PRIVATE,BEDS_PUBLIC,BEDS_TOTAL,ROOMS_PRIVATE,ROOMS_SEMI,ROOMS_MULTI,COMPLAINTS,SUB_COMPLAINTS,INCIDENT_OUTBREAK,INCIDENT_ABUSE,INCIDENT_FALL,INCIDENT_POISON,INCIDENT_MEDICATION,INCIDENT_WANDERING,INCIDENT_INJURY,INCIDENT_AGGRESSION,INCIDENT_OUTBREAK_100,INCIDENT_ABUSE_100,INCIDENT_FALL_100,INCIDENT_POISON_100,INCIDENT_MEDICATION_100,INCIDENT_WANDERING_100,INCIDENT_INJURY_100,INCIDENT_AGGRESSION_100,AGE,FEMALE,AGE_85_PLUS,AGE_UNDER_65,STAY_LENGTH,DEPRESSION,ADL_DEPENDENT,CPS_SEVERE,DEMENTIA,ABS_PHYS_ABUSIVE,ISE,ISE_LOW,CMI,THERAPY_PT,THERAPY_RT,THERAPY_OT,MEDS_DEPRESSION,MEDS_ANTIPSYCHOTICS,RESTRAINTS,INSPECTIONS,INFRACTIONS,INFRACTIONS_LICENSING,INFRACTIONS_FACILITY,INFRACTIONS_STAFFING,INFRACTIONS_POLICY,INFRACTIONS_CARE,INFRACTIONS_DISEASE,INFRACTIONS_FOOD,INFRACTIONS_MEDICATION,INFRACTIONS_PROGRAM,INFRACTIONS_REPORTING,INFRACTIONS_RIGHTS,INFRACTIONS_OTHER,outbreak_status,residents_council,family_council,accreditation,home_type,years_operating,facility_name,index,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,city,province,source_format_str_address,CSDname,CSDuid,Pruid,latitude,longitude,address,location,point,geo_lat,geo_lon
156,Louis Brier Home and Hospital,0,999G3,Vancouver Coastal Health,1055 West 41st Ave,Vancouver,V6M1W9,(604) 261-9376,1979,"Resident Council, Family Council",Accredited,0,215,215,149,33,0,1,1,2,0,22,0,0,8,3,12,0.9,0,10.2,0,0,3.7,1.4,5.6,85,0.614,0.59,0.039,1410,0.182,0.457,0.339,0.574,0.134,1.9,0.691,0.58,0.159,0.207,0.082,0.517,0.347,0.019,6,16,2,5,1,4,0,0,0,2,0,2,6,0,no,yes,yes,yes,non-profit,41,louis brier home and hospital,1069,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,V6M1W9,vancouver,bc,,Vancouver,,59,49.2346366,-123.1292727,"1055 West 41st Ave, Vancouver, British Columbia, Canada","Louis Brier Home and Hospital, 1055, West 41st Avenue, Oakridge, Vancouver, Metro Vancouver Regional District, British Columbia, V6M 1W9, Canada","(49.2346366, -123.12927274582046, 0.0)",49.2346366,-123.1292727
158,MSA Manor,0,98H7B,Fraser Health,2510 Gladwin Rd,Abbotsford,V2T3N9,(604) 853-5831,1973,Resident Council,Accredited,0,34,34,34,0,0,0,0,0,1,3,0,0,0,0,0,0,2.9,8.8,0,0,0,0,0,90,0.615,0.735,0.003,944,0.213,0.279,0.235,0.515,0.044,2.6,0.478,0.58,0.015,0.051,0,0.61,0.366,0.02,1,3,0,0,2,0,0,1,0,0,0,0,0,0,no,yes,no,yes,non-profit,47,msa manor,,,,,,,,,,,,,,,49.04747485,-122.3146229,"2510 Gladwin Rd, Abbotsford, British Columbia, Canada","MSA Manor, 2510, Gladwin Road, Clearbrook Centre, Abbotsford, British Columbia, V2T 3N9, Canada","(49.04747485, -122.31462286620345, 0.0)",49.04747485,-122.3146229
160,Malaspina Gardens,0,99I1B,Vancouver Island Health,100 Eleventh Street,Nanaimo,V9R6R6,(250) 745-7711,2017,"Resident Council, Family Council",Accredited,1,135,136,136,0,0,1,0,1,0,29,0,0,3,2,0,0.7,0,21.3,0,0,2.2,1.5,0,81,0.602,0.461,0.112,854,0.275,0.253,0.23,0.619,0.055,3.2,0.358,0.57,0.039,0.009,0.018,0.453,0.126,0.013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,yes,yes,for-profit,3,malaspina gardens,,,,,,,,,,,,,,,49.1298617,-123.9227916,"100 Eleventh Street, Nanaimo, British Columbia, Canada","Eleventh Street, South Parkway Plaza, Nanaimo, Regional District of Nanaimo, British Columbia, V9R 7A4, Canada","(49.1298617, -123.9227916, 0.0)",49.1298617,-123.9227916
165,McKinney Place - South Okanagan General Hospital,0,9A722,Interior Health,911 McKinney Road,Oliver,V0H1T3,(250) 498-5040,1980,"Resident Council, Family Council",Accredited,0,75,75,7,4,15,0,0,1,2,7,0,0,1,0,0,1.3,2.7,9.3,0,0,1.3,0,0,86,0.621,0.665,0.023,210,0.257,0.229,0.286,0.669,0.037,1.7,0.743,0.54,0.094,0.224,0.029,0.286,0.158,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,yes,yes,health_authority,40,mckinney place - south okanagan general hospital,,,,,,,,,,,,,,,49.1835315,-119.5390004,"911 McKinney Road, Oliver, British Columbia, Canada","South Okanagan General Hospital, 911, McKinney Road, Oliver, Regional District of Okanagan-Similkameen, British Columbia, V0H 1T0, Canada","(49.1835315, -119.53900043064311, 0.0)",49.1835315,-119.5390004
166,Menno Home,0,98H8D,Fraser Health,32910 Brundige Ave,Abbotsford,V2S1N2,(604) 853 -2411,1954,"Resident Council, Family Council",Accredited,0,196,196,186,5,0,2,0,0,0,20,0,1,1,1,0,0,0,10.2,0,0.5,0.5,0.5,0,87,0.641,0.628,0.022,780,0.224,0.151,0.239,0.818,0.166,3,0.443,0.56,0.059,0.843,0.044,0.58,0.123,0.036,3,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,yes,yes,non-profit,66,menno home,,,,,,,,,,,,,,,49.0401555,-122.3081538,"32910 Brundige Ave, Abbotsford, British Columbia, Canada","Brundige Avenue, Mill Lake, Abbotsford, British Columbia, V2S 1N8, Canada","(49.0401555, -122.3081538, 0.0)",49.0401555,-122.3081538
167,Menno Hospital,0,9A6H1,Fraser Health,32945 Marshall Road,Abbotsford,V2S1K1,(604) 859-7631,1960,"Resident Council, Family Council",Accredited,0,151,151,59,43,2,0,0,1,0,16,0,0,0,2,1,0.7,0,10.6,0,0,0,1.3,0.7,88,0.763,0.732,0.033,834,0.24,0.257,0.18,0.611,0.085,2.3,0.579,0.59,0.106,0.707,0.064,0.518,0.051,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,yes,yes,non-profit,60,menno hospital,,,,,,,,,,,,,,,49.03929855,-122.311107,"32945 Marshall Road, Abbotsford, British Columbia, Canada","32945, Marshall Road, Mill Lake, Abbotsford, British Columbia, V2S 1J8, Canada","(49.03929855, -122.31110698892837, 0.0)",49.03929855,-122.311107
169,Minto House - Arrow Lakes Hospital,0,9A5A2,Interior Health,97 1st Avenue NE,Nakusp,V0G1R0,(250) 265-5233,1980,"Resident Council, Family Council",Accredited,0,16,16,15,0,0,0,0,2,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,86,0.641,0.624,0.043,604,0,0.39,0.322,0.797,0.034,3.5,0.288,0.57,0.339,0,0,0.424,0.239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,yes,yes,health_authority,40,minto house - arrow lakes hospital,,,,,,,,,,,,,,,50.2392729,-117.795712,"97 1st Avenue NE, Nakusp, British Columbia, Canada","1st Avenue NE, Nakusp, Regional District of Central Kootenay, British Columbia, V0G 1R0, Canada","(50.2392729, -117.795712, 0.0)",50.2392729,-117.795712
170,Mission Creek Landing,0,98J5G,Interior Health,3081 Hall Rd,Kelowna,V1W2R5,(250) 860-2330,1979,"Resident Council, Family Council",Accredited,4,100,104,94,5,0,0,2,2,2,9,0,1,2,1,0,1.9,1.9,8.7,0,1,1.9,1,0,88,0.76,0.754,0.01,590,0.289,0.221,0.234,0.747,0.044,3.4,0.315,0.54,0.01,0.003,0.128,0.549,0.075,0.022,5,17,3,1,1,3,2,2,0,0,0,2,2,0,no,yes,yes,yes,for-profit,41,mission creek landing,,,,,,,,,,,,,,,49.8697756,-119.429557,"3081 Hall Rd, Kelowna, British Columbia, Canada","3081, Hall Road, Dilworth Mountain, Kelowna, Regional District of Central Okanagan, British Columbia, V1X 7W3, Canada","(49.8697756, -119.429557, 0.0)",49.8697756,-119.429557
173,Mount Cartier Court - Queen Victoria Hospital,0,92JJ0,Interior Health,1200 Newlands Rd,Revelstoke,V0E2S1,(250) 814-2232,2006,"Resident Council, Family Council",Accredited,0,44,44,38,6,0,0,0,1,0,4,0,0,1,0,0,2.3,0,9.1,0,0,2.3,0,0,87,0.686,0.643,0.071,1045,0.268,0.345,0.315,0.732,0.065,3.1,0.387,0.61,0.077,0.107,0.095,0.607,0.158,0.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,yes,yes,health_authority,14,mount cartier court - queen victoria hospital,,,,,,,,,,,,,,,50.9769146,-118.1847111,"1200 Newlands Rd, Revelstoke, British Columbia, Canada","Newlands Road, Revelstoke, Columbia-Shuswap Regional District, British Columbia, V0E 2S1, Canada","(50.9769146, -118.1847111, 0.0)",50.9769146,-118.1847111
176,Mount St. Mary Hospital,0,9A6A6,Vancouver Island Health,861 Fairfield Rd.,Victoria,V8V5A9,(250) 480-3103,2003,Resident & Family Council (combined),Unknown,0,200,200,184,8,0,5,0,,,,,,,,,,,,,,,,,83,0.745,0.556,0.097,883,0.285,0.314,0.292,0.537,0.052,2.7,0.463,0.6,0.013,0.096,0.433,0.585,0.252,0.006,1,2,0,1,1,0,0,0,0,0,0,0,0,0,no,yes,yes,unknown,non-profit,17,mount st. mary hospital,1170,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,V8V5A9,victoria,bc,,Victoria,,59,48.4132064,-123.3446919,"861 Fairfield Rd., Victoria, British Columbia, Canada","Fairfield Road, Cook Street Village, Fairfield, Victoria, Capital Regional District, British Columbia, V8S 1V9, Canada","(48.4132064, -123.3446919, 0.0)",48.4132064,-123.3446919
178,Mountain Lake Seniors Community,0,92HIA,Interior Health,908 11th St,Nelson,V1L7A6,(250) 352-2600,2005,"Resident Council, Family Council",Unknown,7,85,92,92,0,0,1,1,0,4,5,0,0,0,1,0,0,4.3,5.4,0,0,0,1.1,0,84,0.655,0.595,0.081,980,0.262,0.145,0.255,0.679,0.1,3.3,0.317,0.57,0.034,0.003,0.007,0.407,0.253,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0,no,yes,yes,unknown,for-profit,15,mountain lake seniors community,,,,,,,,,,,,,,,49.5081403,-117.2661182,"908 11th St, Nelson, British Columbia, Canada","Mountain Lake Seniors Community, 908, 11th Street, Fairview, Nelson, Regional District of Central Kootenay, British Columbia, V1L 3C7, Canada","(49.5081403, -117.26611815013092, 0.0)",49.5081403,-117.2661182
179,Mountain View Lodge - Lillooet Hospital and Health Centre,0,9A4E5,Interior Health,951 Murray St. ,Lillooet,V0K1V0,(250) 256-1312,1980,Resident & Family Council (combined),Accredited,0,22,22,20,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.5,0,0,87,0.723,0.66,0.039,1958,0.47,0.422,0.386,0.783,0.108,2.6,0.494,0.65,0.446,0.024,0,0.578,0.306,0.003,1,2,0,1,0,0,1,0,0,0,0,0,0,0,no,yes,yes,yes,health_authority,40,mountain view lodge - lillooet hospital and health centre,,,,,,,,,,,,,,,50.68929895,-121.939356,"951 Murray St. , Lillooet, British Columbia, Canada","Lillooet Hospital & Health Centre, 951, Murray Street, Lillooet, Squamish-Lillooet Regional District, British Columbia, V0K 2E3, Canada","(50.68929895, -121.93935595579316, 0.0)",50.68929895,-121.939356
180,Mountain View Manor - Delta Hospital,0,9A56E,Fraser Health,5800 Mountain View Boulevard,Delta,V4K3V6,(604) 940-3416 ext. 787340,,"Resident Council, Family Council",Unknown,0,92,92,12,4,18,0,0,0,0,3,0,0,0,1,0,0,0,3.3,0,0,0,1.1,0,90,0.646,0.736,0.011,911,0.115,0.447,0.281,0.453,0.05,1.7,0.725,0.58,0.216,0.63,0.015,0.379,0.22,0.036,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,yes,unknown,health_authority,,mountain view manor - delta hospital,,,,,,,,,,,,,,,49.0856824,-123.0612524,"5800 Mountain View Boulevard, Delta, British Columbia, Canada","Delta Hospital, 5800, Mountain View Boulevard, Ladner, Delta, Metro Vancouver Regional District, British Columbia, V4K 5B4, Canada","(49.085682399999996, -123.06125243089483, 0.0)",49.0856824,-123.0612524
181,Mountainview Lodge - Kitimat General Hospital,0,9A630,Northern Health,920 Lahakas Blvd. S,Kitimat,V8C2S3,(250) 632-8357,2002,"Resident Council, Family Council",Accredited,0,36,36,32,2,0,,,0,0,1,0,0,0,0,0,0,0,2.8,0,0,0,0,0,82,0.736,0.459,0.05,,0.476,0.484,0.411,0.476,0.008,2.5,0.516,0.62,0,0.081,0,0.452,0.21,0.08,2,9,0,6,0,0,0,0,0,0,0,3,0,0,no,yes,yes,yes,health_authority,18,mountainview lodge - kitimat general hospital,,,,,,,,,,,,,,,54.0542737,-128.6552266,"920 Lahakas Blvd. S, Kitimat, British Columbia, Canada","Lahakas, 120, city centre, Kildala, Kitimat, Regional District of Kitimat-Stikine, British Columbia, V8C 2T0, Canada","(54.0542737, -128.6552266, 0.0)",54.0542737,-128.6552266
182,Mountainview Village,0,93240,Interior Health,1540 K.L.O. Road,Kelowna,V1W3P6,(250) 469-6935,2007,Resident & Family Council (combined),Accredited,0,90,90,90,0,0,0,0,0,0,11,0,0,1,12,0,0,0,12.2,0,0,1.1,13.3,0,84,0.618,0.598,0.053,782,0.204,0.196,0.349,0.715,0.153,2.9,0.347,0.59,0.011,0.102,0.003,0.53,0.429,0.068,1,3,0,0,0,0,1,0,0,0,0,0,2,0,no,yes,yes,yes,non-profit,13,mountainview village,,,,,,,,,,,,,,,49.8610063,-119.4565603,"1540 K.L.O. Road, Kelowna, British Columbia, Canada","K.L.O. Road, South Kelowna, Kelowna, Regional District of Central Okanagan, British Columbia, V1W 2E1, Canada","(49.8610063, -119.4565603, 0.0)",49.8610063,-119.4565603
187,Normanna Rest Home,0,9C489,Fraser Health,7725-4th St,Burnaby,V3N5B6,(604) 522-5812,2000,"Resident Council, Family Council",Unknown,0,100,100,90,5,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,86,0.802,0.61,0.025,1142,0.273,0.349,0.206,0.628,0.161,2.9,0.388,0.6,0.135,0.495,0.008,0.448,0.259,0.094,1,1,0,1,0,0,0,0,0,0,0,0,0,0,no,yes,yes,unknown,non-profit,20,normanna rest home,,,,,,,,,,,,,,,49.22202645,-122.9276107,"7725-4th St, Burnaby, British Columbia, Canada","Normanna Home, 7725, 4th Street, Uptown, Burnaby, Metro Vancouver Regional District, British Columbia, V3L 2W6, Canada","(49.22202645, -122.92761074114857, 0.0)",49.22202645,-122.9276107
191,Orchard Haven - South Similkameen Health Centre,0,9252A,Interior Health,700 3rd St,Keremeos,V0X1N0,(250) 499-3030,2000,"Resident Council, Family Council",Accredited,0,38,38,38,0,0,0,0,1,1,9,0,0,4,4,1,2.6,2.6,23.7,0,0,10.5,10.5,2.6,82,0.665,0.502,0.044,643,0.417,0.303,0.295,0.697,0.061,3.1,0.439,0.6,0.121,0.03,0.038,0.5,0.267,0.214,2,11,2,0,2,2,2,0,1,0,1,0,1,0,no,yes,yes,yes,health_authority,20,orchard haven - south similkameen health centre,,,,,,,,,,,,,,,49.2069196,-119.8315278,"700 3rd St, Keremeos, British Columbia, Canada","3rd Street, Keremeos, Regional District of Okanagan-Similkameen, British Columbia, V0X 1N0, Canada","(49.2069196, -119.8315278, 0.0)",49.2069196,-119.8315278
192,Overlander Residential Care,0,9A708,Interior Health,953 Southill Street,Kamloops,V2B7Z9,(250) 554-2323,1976,"Resident Council, Family Council",Accredited,0,183,183,35,14,30,0,0,4,0,17,0,0,5,9,2,2.2,0,9.3,0,0,2.7,4.9,1.1,81,0.683,0.426,0.09,726,0.373,0.505,0.364,0.676,0.096,2.5,0.499,0.62,0.217,0.444,0.173,0.599,0.373,0.083,0,3,0,1,0,0,2,0,0,0,0,0,0,0,no,yes,yes,yes,health_authority,44,overlander residential care,,,,,,,,,,,,,,,50.7037337,-120.3973241,"953 Southill Street, Kamloops, British Columbia, Canada","953, Southill Street, Mission Flats, Kamloops, Thompson-Nicola Regional District, British Columbia, V2B 7Z9, Canada","(50.7037337, -120.3973241, 0.0)",50.7037337,-120.3973241
200,Pine Grove Seniors Community,0,9A9G2,Interior Health,313 Mcgowan Street,Kamloops,V2B2N8,(250) 376-5701,1981,"Resident Council, Family Council",Unknown,0,75,75,14,31,0,1,0,2,0,8,0,0,1,3,1,2.7,0,10.7,0,0,1.3,4,1.3,87,0.742,0.628,0.02,395,0.291,0.37,0.298,0.633,0.076,3.2,0.388,0.62,0.118,0.093,0,0.509,0.172,0.091,1,5,0,0,1,1,0,1,0,0,0,2,0,0,no,yes,yes,unknown,for-profit,39,pine grove seniors community,,,,,,,,,,,,,,,50.64479145,-120.3440998,"313 Mcgowan Street, Kamloops, British Columbia, Canada","McGowan, Albert McGowan Park Trail, Upper Sahali, Kamloops, Thompson-Nicola Regional District, British Columbia, V2E 2M7, Canada","(50.64479145, -120.34409980000001, 0.0)",50.64479145,-120.3440998
202,Pleasant Valley Manor,0,9BJG5,Interior Health,3800 Patten Dr.,Armstrong,V0E1B2,(250) 546-4707,1995,"Resident Council, Family Council",Accredited,0,82,82,82,0,0,0,0,0,1,9,0,0,1,1,0,0,1.2,11,0,0,1.2,1.2,0,87,0.641,0.72,0.04,601,0.286,0.432,0.235,0.729,0.051,3,0.381,0.59,0.009,0.714,0,0.512,0.254,0.118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,yes,yes,health_authority,25,pleasant valley manor,1325,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,V0E1B2,armstrong,bc,,Armstrong,,59,50.4392858,-119.2079969,"3800 Patten Dr., Armstrong, British Columbia, Canada","Patten Drive, Armstrong, Regional District of North Okanagan, British Columbia, V0E 1B0, Canada","(50.4392858, -119.2079969, 0.0)",50.4392858,-119.2079969
203,Point Grey Private Hospital,0,9995A,Vancouver Coastal Health,2423 Cornwall Avenue,Vancouver,V6K1B9,(604) 733-7133,1979,Resident Council,Not Accredited,5,67,72,31,20,0,0,0,1,0,2,0,0,0,0,1,1.4,0,2.8,0,0,0,0,1.4,86,0.604,0.643,0.004,749,0.305,0.297,0.271,0.751,0.126,3.6,0.29,0.59,0.033,0,0.011,0.558,0.247,0.327,1,2,0,0,0,0,1,0,0,0,0,1,0,0,no,yes,no,no,for-profit,41,point grey private hospital,,,,,,,,,,,,,,,49.2724948,-123.1496031,"2423 Cornwall Avenue, Vancouver, British Columbia, Canada","Cornwall Avenue, Kitsilano, Vancouver, Metro Vancouver Regional District, British Columbia, V6J, Canada","(49.2724948, -123.1496031, 0.0)",49.2724948,-123.1496031
206,Poplar Ridge Pavilion - Kootenay Boundary Hospital,0,9A667,Interior Health,1200 Hospital Bench,Trail,V1R4M1,(250) 364-3488,1972,"Resident Council, Family Council",Accredited,0,49,49,5,14,4,0,0,2,3,0,0,0,0,0,0,4.1,6.1,0,0,0,0,0,0,87,0.674,0.632,0.045,287,0.254,0.585,0.263,0.561,0.039,2.8,0.493,0.62,0.2,0.493,0.205,0.673,0.179,0.088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,yes,yes,yes,health_authority,48,poplar ridge pavilion - kootenay boundary hospital,,,,,,,,,,,,,,,49.1035546,-117.7011867,"1200 Hospital Bench, Trail, British Columbia, Canada","Hospital Bench, Trail, Regional District of Kootenay Boundary, British Columbia, V1R 4L9, Canada","(49.1035546, -117.7011867, 0.0)",49.1035546,-117.7011867
207,Purdy Pavilion - UBC Hospital,0,9A5C6,Vancouver Coastal Health,2221 Wesbrook Mall,Vancouver,V6T1Z9,(604) 822-7121,1977,"Resident Council, Family Council",Accredited,0,199,199,23,0,60,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,81,0.551,0.443,0.092,760,0.161,0.455,0.431,0.447,0.051,2.4,0.553,0.62,0.347,0.196,0.069,0.47,0.333,0.136,1,2,0,2,0,0,0,0,0,0,0,0,0,0,no,yes,yes,yes,health_authority,43,purdy pavilion - ubc hospital,,,,,,,,,,,,,,,49.2632866,-123.2458694,"2221 Wesbrook Mall, Vancouver, British Columbia, Canada","Purdy Pavilion, 2221, Wesbrook Mall, University Endowment Lands, Metro Vancouver Regional District, British Columbia, V6T 2B5, Canada","(49.2632866, -123.24586939010035, 0.0)",49.2632866,-123.2458694
209,Queen's Park Care Centre,0,9A5GG,Fraser Health,315 McBride Blvd.,New Westminster,V3L5E8,(604) 520-0911,1977,"Resident Council, Family Council",Unknown,0,148,148,14,2,32,0,0,0,2,4,0,0,0,2,0,0,1.4,2.7,0,0,0,1.4,0,84,0.641,0.586,0.096,548,0.118,0.387,0.22,0.518,0.06,2.7,0.503,0.58,0.025,0.2,0.023,0.367,0.132,0.071,1,6,1,2,0,0,0,2,0,0,0,1,0,0,no,yes,yes,unknown,health_authority,43,queen's park care centre,,,,,,,,,,,,,,,49.2158542,-122.9036695,"315 McBride Blvd., New Westminster, British Columbia, Canada","McBride Boulevard, Victory Heights, Queens Park, New Westminster, Metro Vancouver Regional District, British Columbia, V3L 4G6, Canada","(49.2158542, -122.9036695, 0.0)",49.2158542,-122.9036695
210,R. W. Large Memorial Hospital,0,9A773,Vancouver Coastal Health,88 Waglisla Street,Bella Bella,V0T1Z0,(250) 957-2314,1980,No Councils,Accredited,0,7,7,7,0,0,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,1,1,0,0,0,0,0,0,0,0,1,0,1,0,no,no,no,yes,health_authority,40,r. w. large memorial hospital,,,,,,,,,,,,,,,52.1612112,-128.1433196,"88 Waglisla Street, Bella Bella, British Columbia, Canada","R.W. Large Memorial Hospital, 88, Waglisla Street, Area B (Bella Bella), Central Coast Regional District, British Columbia, V0T 1Z0, Canada","(52.1612112, -128.14331958433718, 0.0)",52.1612112,-128.1433196
214,Richmond Lions Manor,0,99BGD,Vancouver Coastal Health,9020 Bridgeport Road,Richmond,V6X1S1,(604) 675-2590,2014,"Resident Council, Family Council",Accredited,0,93,93,49,22,0,1,1,0,0,10,0,0,1,0,0,0,0,10.8,0,0,1.1,0,0,87,0.72,0.631,0.025,1094,0.18,0.218,0.378,0.582,0.088,2.2,0.595,0.61,0.371,0.109,0.439,0.405,0.295,0.032,4,3,0,0,0,0,1,1,0,0,0,1,0,0,no,yes,yes,yes,health_authority,6,richmond lions manor,1419,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,V7E3M4,richmond,bc,,Richmond,,59,49.1914932,-123.1252982,"9020 Bridgeport Road, Richmond, British Columbia, Canada","9020, Bridgeport Road, Bridgeport, Golden Village, Richmond, Metro Vancouver Regional District, British Columbia, V6X 1R9, Canada","(49.1914932, -123.1252982423324, 0.0)",49.1914932,-123.1252982
216,Ridgewood Lodge - Princeton General Hospital,0,9A4J6,Interior Health,98 Ridgewood Drive,Princeton,V0X1W0,(250) 295-3211,1980,"Resident Council, Family Council",Accredited,0,37,37,33,2,0,1,0,0,0,4,0,0,0,1,0,0,0,10.8,0,0,0,2.7,0,84,0.592,0.52,0.017,404,0.277,0.227,0.277,0.674,0.099,3.1,0.383,0.56,0.383,0.156,0.078,0.411,0.177,0.123,1,1,0,0,0,0,0,0,0,0,0,1,0,0,no,yes,yes,yes,health_authority,40,ridgewood lodge - princeton general hospital,,,,,,,,,,,,,,,49.45459015,-120.5264514,"98 Ridgewood Drive, Princeton, British Columbia, Canada","Princeton General Hospital, 98, Ridgewood Drive, Princeton, Regional District of Okanagan-Similkameen, British Columbia, V0X 1W0, Canada","(49.45459015, -120.52645140910022, 0.0)",49.45459015,-120.5264514
217,Rocky Mountain Village,0,92D60,Interior Health,55 Cokato Road,Fernie,V0B1M4,(250) 423-4214,2004,"Resident Council, Family Council",Unknown,1,61,62,62,0,0,0,0,1,0,18,0,0,3,4,2,1.6,0,29,0,0,4.8,6.5,3.2,83,0.631,0.496,0.044,442,0.142,0.156,0.311,0.676,0.067,3.4,0.253,0.59,0.484,0.88,0.116,0.48,0.327,0.13,5,15,0,2,0,1,3,1,0,0,0,3,0,0,no,yes,yes,unknown,for-profit,16,rocky mountain village,,,,,,,,,,,,,,,49.4906726,-115.0647647,"55 Cokato Road, Fernie, British Columbia, Canada","Cokato Road, Fernie, Regional District of East Kootenay, British Columbia, V0B 1M7, Canada","(49.4906726, -115.0647647, 0.0)",49.4906726,-115.0647647
218,Rose Wood Village,0,92CB0,Interior Health,8125 Devito Drive,Trail,V1R4X9,(250) 364-3150,2004,"Resident Council, Family Council",Unknown,1,45,46,45,0,0,2,1,0,3,6,0,0,0,1,1,0,6.5,13,0,0,0,2.2,2.2,81,0.58,0.57,0.14,362,0.224,0.234,0.375,0.448,0.052,1.8,0.62,0.63,0.26,0.042,0.016,0.49,0.204,0.056,2,4,0,1,0,0,1,0,0,0,0,1,1,0,no,yes,yes,unknown,for-profit,16,rose wood village,,,,,,,,,,,,,,,49.0957762,-117.641763,"8125 Devito Drive, Trail, British Columbia, Canada","Devito Drive, Trail, Regional District of Kootenay Boundary, British Columbia, V1R 4N7, Canada","(49.0957762, -117.641763, 0.0)",49.0957762,-117.641763
222,Royal Ascot Care Centre,0,917JC,Vancouver Coastal Health,2455 East Broadway,Vancouver,V5M1Y1,(604) 254-5559,1995,"Resident Council, Family Council",Not Accredited,2,80,82,64,9,0,1,0,1,0,9,0,0,2,1,1,1.2,0,11,0,0,2.4,1.2,1.2,85,0.745,0.607,0.034,708,0.366,0.315,0.327,0.685,0.065,3.1,0.372,0.56,0.003,0,0.03,0.548,0.093,0,2,2,0,1,0,0,0,0,0,0,0,1,0,0,no,yes,yes,no,for-profit,25,royal ascot care centre,1447,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,V5M1Y1,vancouver,bc,,Vancouver,,59,49.26239535,-123.0555417,"2455 East Broadway, Vancouver, British Columbia, Canada","Royal Ascot Care Centre, 2455, East Broadway, Grandview-Woodland, Vancouver, Metro Vancouver Regional District, British Columbia, V5M, Canada","(49.26239535, -123.0555417, 0.0)",49.26239535,-123.0555417
229,Simon Fraser Lodge,0,9B65F,Northern Health,2410 Laurier Cres.,Prince George,V2M2B3,(250) 563-3413,1986,"Resident Council, Family Council",Accredited,0,130,130,130,0,0,,,2,0,4,0,0,1,1,2,1.5,0,3.1,0,0,0.8,0.8,1.5,82,0.607,0.435,0.056,1049,0.225,0.181,0.308,0.654,0.165,2.9,0.44,0.52,0,0.016,0,0.5,0.274,0.089,1,7,0,1,0,3,0,0,0,1,1,1,0,0,no,yes,yes,yes,for-profit,34,simon fraser lodge,,,,,,,,,,,,,,,53.9153784,-122.7642509,"2410 Laurier Cres., Prince George, British Columbia, Canada","2410, Laurier Crescent, College Heights, Prince George, Regional District of Fraser-Fort George, British Columbia, V2L 2Z1, Canada","(53.9153784, -122.7642509, 0.0)",53.9153784,-122.7642509
